TIME,BLINK_CNT,EAR,TIME_ELP,BLNKRATE,TIME,TIME,BLNKRATE,BLINK_CNT,,,,,,,,,,
58:19.1,177,0.23,241,44,13:58:19,13:58:19,44,177,,,,,,,,,,
58:19.2,178,0.21,241,44,13:58:19,13:58:19,44,178,,,,,,,,,,
58:19.6,179,0.19,242,44,13:58:20,13:58:20,44,179,,,,,,,,,,
58:20.2,180,0.22,242,45,13:58:20,13:58:20,45,180,,,,,,,,,,
58:20.4,181,0.23,243,45,13:58:20,13:58:20,45,181,,,,,,,,,,
58:20.6,182,0.22,243,45,13:58:21,13:58:21,45,182,,,,,,,,,,
58:21.3,183,0.22,243,45,13:58:21,13:58:21,45,183,,,,,,,,,,
58:21.4,184,0.22,244,45,13:58:21,13:58:21,45,184,,,,,,,,,,
58:21.6,185,0.22,244,46,13:58:22,13:58:22,46,185,,,,,,,,,,
58:25.4,186,0.16,248,45,13:58:25,13:58:25,45,186,,,,,,,,,,
58:25.7,187,0.15,248,45,13:58:26,13:58:26,45,187,,,,,,,,,,
58:28.2,188,0.22,250,45,13:58:28,13:58:28,45,188,,,,,,,,,,
58:29.6,189,0.17,252,45,13:58:30,13:58:30,45,189,,,,,,,,,,
58:32.5,190,0.15,255,45,13:58:32,13:58:32,45,190,,,,,,,,,,
58:52.7,191,0.23,275,42,13:58:53,13:58:53,42,191,,,,,,,,,,
58:55.7,192,0.2,278,41,13:58:56,13:58:56,41,192,,,,,,,,,,
58:59.7,193,0.18,282,41,13:59:00,13:59:00,41,193,,,,,,,,,,
59:11.4,194,0.23,294,40,13:59:11,13:59:11,40,194,,,,,,,,,,
59:12.3,195,0.22,295,40,13:59:12,13:59:12,40,195,,,,,,,,,,
59:13.6,196,0.18,296,40,13:59:14,13:59:14,40,196,,,,,,,,,,
59:13.7,197,0.22,296,40,13:59:14,13:59:14,40,197,,,,,,,,,,
59:14.1,198,0.18,296,40,13:59:14,13:59:14,40,198,,,,,,,,,,
59:14.8,199,0.22,297,40,13:59:15,13:59:15,40,199,,,,,,,,,,
59:15.0,200,0.21,297,40,13:59:15,13:59:15,40,200,,,,,,,,,,
59:16.2,201,0.2,298,40,13:59:16,13:59:16,40,201,,,,,,,,,,
59:16.3,202,0.21,298,41,13:59:16,13:59:16,41,202,,,,,,,,,,
59:16.5,203,0.22,299,41,13:59:17,13:59:17,41,203,,,,,,,,,,
59:16.6,204,0.22,299,41,13:59:17,13:59:17,41,204,,,,,,,,,,
59:16.9,205,0.22,299,41,13:59:17,13:59:17,41,205,,,,,,,,,,
59:17.5,206,0.19,300,41,13:59:18,13:59:18,41,206,,,,,,,,,,
59:17.7,207,0.21,300,41,13:59:18,13:59:18,41,207,,,,,,,,,,
59:17.8,208,0.23,300,42,13:59:18,13:59:18,42,208,,,,,,,,,,
59:19.2,209,0.19,301,42,13:59:19,13:59:19,42,209,,,,,,,,,,
59:20.8,210,0.23,303,42,13:59:21,13:59:21,42,210,,,,,,,,,,
59:20.9,211,0.23,303,42,13:59:21,13:59:21,42,211,,,,,,,,,,
59:21.2,212,0.2,303,42,13:59:21,13:59:21,42,212,,,,,,,,,,
59:21.3,213,0.23,304,42,13:59:21,13:59:21,42,213,,,,,,,,,,
59:21.8,214,0.21,304,42,13:59:22,13:59:22,42,214,,,,,,,,,,
59:22.1,215,0.18,304,42,13:59:22,13:59:22,42,215,,,,,,,,,,
59:25.4,216,0.23,308,42,13:59:25,13:59:25,42,216,,,,,,,,,,
59:25.5,217,0.19,308,42,13:59:25,13:59:25,42,217,,,,,,,,,,
59:28.1,218,0.22,310,42,13:59:28,13:59:28,42,218,,,,,,,,,,
59:32.7,219,0.15,315,42,13:59:33,13:59:33,42,219,,,,,,,,,,
59:39.6,220,0.18,322,41,13:59:40,13:59:40,41,220,,,,,,,,,,
59:41.9,221,0.23,324,41,13:59:42,13:59:42,41,221,,,,,,,,,,
59:42.5,222,0.2,325,41,13:59:43,13:59:43,41,222,,,,,,,,,,
59:43.0,223,0.21,325,41,13:59:43,13:59:43,41,223,,,,,,,,,,
59:43.8,224,0.21,326,41,13:59:44,13:59:44,41,224,,,,,,,,,,
59:44.2,225,0.21,326,41,13:59:44,13:59:44,41,225,,,,,,,,,,
59:45.6,226,0.21,328,41,13:59:46,13:59:46,41,226,,,,,,,,,,
59:45.8,227,0.21,328,42,13:59:46,13:59:46,42,227,,,,,,,,,,
59:47.6,228,0.19,330,41,13:59:48,13:59:48,41,228,,,,,,,,,,
59:47.9,229,0.22,330,42,13:59:48,13:59:48,42,229,,,,,,,,,,
59:48.1,230,0.22,330,42,13:59:48,13:59:48,42,230,,,,,,,,,,
59:50.2,231,0.2,332,42,13:59:50,13:59:50,42,231,,,,,,,,,,
59:51.6,232,0.21,334,42,13:59:52,13:59:52,42,232,,,,,,,,,,
59:52.2,233,0.21,334,42,13:59:52,13:59:52,42,233,,,,,,,,,,
59:53.4,234,0.19,336,42,13:59:53,13:59:53,42,234,,,,,,,,,,
59:53.7,235,0.23,336,42,13:59:54,13:59:54,42,235,,,,,,,,,,
59:54.5,236,0.15,337,42,13:59:54,13:59:54,42,236,,,,,,,,,,
59:54.7,237,0.22,337,42,13:59:55,13:59:55,42,237,,,,,,,,,,
59:55.0,238,0.21,337,42,13:59:55,13:59:55,42,238,,,,,,,,,,
59:55.4,239,0.21,338,42,13:59:55,13:59:55,42,239,,,,,,,,,,
59:57.1,240,0.22,339,42,13:59:57,13:59:57,42,240,,,,,,,,,,
59:57.4,241,0.22,340,43,13:59:57,13:59:57,43,241,,,,,,,,,,
59:57.6,242,0.2,340,43,13:59:58,13:59:58,43,242,,,,,,,,,,
59:58.9,243,0.23,341,43,13:59:59,13:59:59,43,243,,,,,,,,,,
59:59.2,244,0.22,341,43,13:59:59,13:59:59,43,244,,,,,,,,,,
00:00.7,245,0.23,343,43,14:00:01,14:00:01,43,245,,,,,,,,,,
00:00.9,246,0.22,343,43,14:00:01,14:00:01,43,246,,,,,,,,,,
00:01.0,247,0.23,343,43,14:00:01,14:00:01,43,247,,,,,,,,,,
00:02.4,248,0.22,345,43,14:00:02,14:00:02,43,248,,,,,,,,,,
00:03.8,249,0.23,346,43,14:00:04,14:00:04,43,249,,,,,,,,,,
00:05.4,250,0.21,348,43,14:00:05,14:00:05,43,250,,,,,,,,,,
00:05.5,251,0.2,348,43,14:00:06,14:00:06,43,251,,,,,,,,,,
00:07.5,252,0.19,350,43,14:00:07,14:00:07,43,252,,,,,,,,,,
00:07.7,253,0.22,350,43,14:00:08,14:00:08,43,253,,,,,,,,,,
00:11.2,254,0.18,353,43,14:00:11,14:00:11,43,254,,,,,,,,,,
00:11.8,255,0.19,354,43,14:00:12,14:00:12,43,255,,,,,,,,,,
00:12.1,256,0.2,354,43,14:00:12,14:00:12,43,256,,,,,,,,,,
00:12.6,257,0.21,355,43,14:00:13,14:00:13,43,257,,,,,,,,,,
00:13.0,258,0.22,355,44,14:00:13,14:00:13,44,258,,,,,,,,,,
